ens_gid,feature_is_filtered,feature_name,feature_reference,feature_biotype,mean_expression,mean_log_expression
ENSG00000120328,FALSE,PCDHB12,NCBITaxon:9606,gene,0.0044156169196320925,0.0029501653744291043
ENSG00000187372,FALSE,PCDHB13,NCBITaxon:9606,gene,0.003843308053158528,0.0027317217216079382
ENSG00000120327,FALSE,PCDHB14,NCBITaxon:9606,gene,0.01423483206770641,0.009719277577433282
ENSG00000279983,TRUE,CH17-140K24.8,NCBITaxon:9606,gene,0,0
ENSG00000113248,FALSE,PCDHB15,NCBITaxon:9606,gene,0.007402613566288558,0.005059892503109371
ENSG00000178913,FALSE,TAF7,NCBITaxon:9606,gene,0.5002658001028738,0.32231516094797474
ENSG00000120329,TRUE,SLC25A2,NCBITaxon:9606,gene,0,0
ENSG00000272070,FALSE,AC005618.6,NCBITaxon:9606,gene,0.002467908060149013,0.0016171297172989923
ENSG00000204956,FALSE,PCDHGA1,NCBITaxon:9606,gene,8.02666544049211e-4,5.693531806784546e-4
ENSG00000081853,FALSE,PCDHGA2,NCBITaxon:9606,gene,0.001970763984411308,0.0013530276716104664
ENSG00000254245,FALSE,PCDHGA3,NCBITaxon:9606,gene,0.004122649981879574,0.002655854793791893
ENSG00000254221,FALSE,PCDHGB1,NCBITaxon:9606,gene,4.229772279338967e-4,3.016456537594341e-4
ENSG00000280026,TRUE,AC005618.8,NCBITaxon:9606,gene,0,0
ENSG00000262576,FALSE,PCDHGA4,NCBITaxon:9606,gene,3.6809698841687346e-4,2.442548314258126e-4
ENSG00000253910,FALSE,PCDHGB2,NCBITaxon:9606,gene,0.0015368313970047075,0.0010111083837528688
ENSG00000253485,FALSE,PCDHGA5,NCBITaxon:9606,gene,0.007582597293482472,0.004940995995324897
ENSG00000262209,FALSE,PCDHGB3,NCBITaxon:9606,gene,4.98447416783703e-4,3.344930419019731e-4
ENSG00000253731,FALSE,PCDHGA6,NCBITaxon:9606,gene,0.0034514326709879735,0.002395388813863805
ENSG00000253537,FALSE,PCDHGA7,NCBITaxon:9606,gene,0.0016513275949153739,0.0011554059982165938
ENSG00000253953,FALSE,PCDHGB4,NCBITaxon:9606,gene,1.148178361089226e-4,7.921672749100107e-5
ENSG00000253767,FALSE,PCDHGA8,NCBITaxon:9606,gene,0.0031240315715782814,0.0021135249918008718
ENSG00000276547,FALSE,PCDHGB5,NCBITaxon:9606,gene,0.0018185090944960766,0.0012383893242988457
ENSG00000261934,FALSE,PCDHGA9,NCBITaxon:9606,gene,0.0023157352662482146,0.0015628218752202759
ENSG00000253305,FALSE,PCDHGB6,NCBITaxon:9606,gene,0.006086452782308285,0.004187883941176556
ENSG00000253846,FALSE,PCDHGA10,NCBITaxon:9606,gene,0.018485757395585625,0.012675715439881692
ENSG00000254122,FALSE,PCDHGB7,NCBITaxon:9606,gene,0.004251431622756349,0.002923880866389197
ENSG00000253873,FALSE,PCDHGA11,NCBITaxon:9606,gene,0.001215385145224266,8.370519754319153e-4
ENSG00000279855,TRUE,AC005618.9,NCBITaxon:9606,gene,0,0
ENSG00000253159,FALSE,PCDHGA12,NCBITaxon:9606,gene,0.0067276504127697055,0.004458277801411805
ENSG00000240184,FALSE,PCDHGC3,NCBITaxon:9606,gene,0.00724623625527302,0.004840452947571031
ENSG00000242419,TRUE,PCDHGC4,NCBITaxon:9606,gene,0,0
ENSG00000240764,TRUE,PCDHGC5,NCBITaxon:9606,gene,0,0
ENSG00000131504,FALSE,DIAPH1,NCBITaxon:9606,gene,0.19043951952789526,0.12774432609456554
ENSG00000246422,FALSE,DIAPH1-AS1,NCBITaxon:9606,gene,2.543392089552376e-4,1.8535125806575382e-4
ENSG00000228737,FALSE,AC008781.7,NCBITaxon:9606,gene,1.0382797868037573e-4,8.625028217378801e-5
ENSG00000171720,FALSE,HDAC3,NCBITaxon:9606,gene,0.1520571439493596,0.10520314409980779
ENSG00000164620,FALSE,RELL2,NCBITaxon:9606,gene,0.017314533808572778,0.01196436552405095
ENSG00000197948,FALSE,FCHSD1,NCBITaxon:9606,gene,0.03797508478691216,0.025408392909005026
ENSG00000120318,FALSE,ARAP3,NCBITaxon:9606,gene,0.03745976132366586,0.026005653547479655
ENSG00000278925,FALSE,AC005753.1,NCBITaxon:9606,gene,3.276231234676004e-4,2.2229313040499673e-4
ENSG00000156453,FALSE,PCDH1,NCBITaxon:9606,gene,0.06327119109125368,0.043978455743289555
ENSG00000081791,FALSE,DELE1,NCBITaxon:9606,gene,0.0837339365768826,0.05900898421456052
ENSG00000113555,FALSE,PCDH12,NCBITaxon:9606,gene,0.04929201138863535,0.0328869090215442
ENSG00000271871,FALSE,AC005740.6,NCBITaxon:9606,gene,6.918563159132834e-4,4.630704878127926e-4
ENSG00000013561,FALSE,RNF14,NCBITaxon:9606,gene,0.08940601003897394,0.06230037568763879
ENSG00000254099,TRUE,AC005740.5,NCBITaxon:9606,gene,0,0
ENSG00000113552,FALSE,GNPDA1,NCBITaxon:9606,gene,0.09215020691691055,0.0636604550321952
ENSG00000131507,FALSE,NDFIP1,NCBITaxon:9606,gene,0.6017803937861492,0.3851742915869628
ENSG00000187678,FALSE,SPRY4,NCBITaxon:9606,gene,0.052028281440472265,0.0366294538432655
ENSG00000231185,FALSE,SPRY4-AS1,NCBITaxon:9606,gene,0.0017980884500637703,0.0012896232340265004
ENSG00000113578,FALSE,FGF1,NCBITaxon:9606,gene,0.012633219552882193,0.008892734661690894
ENSG00000261757,FALSE,AC005592.3,NCBITaxon:9606,gene,6.145034276855408e-5,4.8413705125564375e-5
ENSG00000236714,FALSE,LINC01844,NCBITaxon:9606,gene,8.357950462266269e-4,5.953322855072239e-4
ENSG00000145819,FALSE,ARHGAP26,NCBITaxon:9606,gene,0.14737754929218402,0.09952646733346301
ENSG00000226272,FALSE,ARHGAP26-AS1,NCBITaxon:9606,gene,0.002616108446638206,0.002080971313331596
ENSG00000113580,FALSE,NR3C1,NCBITaxon:9606,gene,0.440199251804766,0.2811377354473178
ENSG00000249429,TRUE,CTD-2050E21.1,NCBITaxon:9606,gene,0,0
ENSG00000251205,TRUE,CTD-2050E21.2,NCBITaxon:9606,gene,0,0
ENSG00000158497,FALSE,HMHB1,NCBITaxon:9606,gene,0.0010398961147617836,7.465708996852331e-4
ENSG00000145817,FALSE,YIPF5,NCBITaxon:9606,gene,0.22513049461698778,0.15175515528575717
ENSG00000183775,FALSE,KCTD16,NCBITaxon:9606,gene,0.0012334730741292885,8.253307892638107e-4
ENSG00000251031,TRUE,CTC-367F4.1,NCBITaxon:9606,gene,0,0
ENSG00000250842,FALSE,CTC-806A22.1,NCBITaxon:9606,gene,6.800326709116065e-5,5.1161995270072764e-5
ENSG00000248125,TRUE,CTB-73N10.1,NCBITaxon:9606,gene,0,0
ENSG00000186314,FALSE,PRELID2,NCBITaxon:9606,gene,0.04097934637325903,0.02894797369439614
ENSG00000204928,FALSE,GRXCR2,NCBITaxon:9606,gene,2.0536974473004988e-4,1.5418985802401804e-4
ENSG00000156463,FALSE,SH3RF2,NCBITaxon:9606,gene,0.00762610654203256,0.005785363023495384
ENSG00000173261,FALSE,PLAC8L1,NCBITaxon:9606,gene,0.0017337657093761064,0.0012239443948198
ENSG00000251556,TRUE,RP11-118M9.3,NCBITaxon:9606,gene,0,0
ENSG00000133706,FALSE,LARS1,NCBITaxon:9606,gene,0.3052499281601667,0.20616659964659925
ENSG00000275740,FALSE,RP11-449H3.3,NCBITaxon:9606,gene,0.007653323249916787,0.005626744687733146
ENSG00000091009,FALSE,RBM27,NCBITaxon:9606,gene,0.05460356195456809,0.03869142880827515
ENSG00000250025,TRUE,CTC-359M8.1,NCBITaxon:9606,gene,0,0
ENSG00000091010,FALSE,POU4F3,NCBITaxon:9606,gene,3.4667741684059735e-4,2.6049624656302383e-4
ENSG00000248842,TRUE,CTB-1H10.1,NCBITaxon:9606,gene,0,0
ENSG00000113649,FALSE,TCERG1,NCBITaxon:9606,gene,0.14639147101059474,0.1018333936957604
ENSG00000173250,TRUE,GPR151,NCBITaxon:9606,gene,0,0
ENSG00000250407,TRUE,CTB-99A3.1,NCBITaxon:9606,gene,0,0
ENSG00000156475,FALSE,PPP2R2B,NCBITaxon:9606,gene,0.04849709540719316,0.030638222121240413
ENSG00000250343,TRUE,STK32A-AS1,NCBITaxon:9606,gene,0,0
ENSG00000169302,FALSE,STK32A,NCBITaxon:9606,gene,0.00454161938957791,0.003017691273060793
ENSG00000113657,FALSE,DPYSL3,NCBITaxon:9606,gene,0.09273344312490334,0.06278514522689811
ENSG00000272239,FALSE,CTB-108O6.2,NCBITaxon:9606,gene,2.6651995669315102e-5,2.4511158807581112e-5
ENSG00000280780,TRUE,JAKMIP2-AS1,NCBITaxon:9606,gene,0,0
ENSG00000176049,FALSE,JAKMIP2,NCBITaxon:9606,gene,0.013731005972985636,0.008552891793918526
ENSG00000164266,FALSE,SPINK1,NCBITaxon:9606,gene,0.00603490358134868,0.004086871791261054
ENSG00000164265,FALSE,SCGB3A2,NCBITaxon:9606,gene,0.0011676033029820749,8.047246602164682e-4
ENSG00000178776,FALSE,C5orf46,NCBITaxon:9606,gene,0.017890534734617634,0.01259301398364778
ENSG00000248362,FALSE,CTC-327F10.5,NCBITaxon:9606,gene,4.769005241029525e-4,3.916973380845035e-4
ENSG00000251320,TRUE,CTC-327F10.4,NCBITaxon:9606,gene,0,0
ENSG00000133710,FALSE,SPINK5,NCBITaxon:9606,gene,0.016584042314456936,0.011397706717385703
ENSG00000196800,FALSE,SPINK14,NCBITaxon:9606,gene,1.0560346689265163e-4,7.982644422454062e-5
ENSG00000178172,FALSE,SPINK6,NCBITaxon:9606,gene,7.618282503668916e-5,5.804259101769397e-5
ENSG00000248109,TRUE,MARCOL,NCBITaxon:9606,gene,0,0
ENSG00000214510,TRUE,SPINK13,NCBITaxon:9606,gene,0,0
ENSG00000247199,FALSE,RP11-373N22.3,NCBITaxon:9606,gene,0.0023157618169337584,0.0016262513793087144
ENSG00000145879,TRUE,SPINK7,NCBITaxon:9606,gene,0,0
ENSG00000204909,FALSE,SPINK9,NCBITaxon:9606,gene,3.2127683193379134e-4,2.2856865400969204e-4
ENSG00000145868,FALSE,FBXO38,NCBITaxon:9606,gene,0.04916000315131585,0.034080798572263794
ENSG00000251330,FALSE,CTD-2283N19.1,NCBITaxon:9606,gene,4.6891903416345303e-4,3.372296370846586e-4
ENSG00000164270,FALSE,HTR4,NCBITaxon:9606,gene,4.043624971902533e-4,2.645443667935071e-4
ENSG00000169252,FALSE,ADRB2,NCBITaxon:9606,gene,0.21092836702630818,0.1377550538232771
ENSG00000169247,FALSE,SH3TC2,NCBITaxon:9606,gene,0.004767014549839217,0.0033538015406857995
ENSG00000272411,FALSE,RP11-44B19.1,NCBITaxon:9606,gene,0.001484623305774108,0.0011604439406644113
ENSG00000250072,FALSE,SH3TC2-DT,NCBITaxon:9606,gene,0.002575923007024863,0.001862814153287224
ENSG00000173210,FALSE,ABLIM3,NCBITaxon:9606,gene,0.13872415455390127,0.08807382204260372
ENSG00000248647,TRUE,RP11-331K21.1,NCBITaxon:9606,gene,0,0
ENSG00000253406,TRUE,AC012613.2,NCBITaxon:9606,gene,0,0
ENSG00000157510,FALSE,AFAP1L1,NCBITaxon:9606,gene,0.05371768057232573,0.03634694238853409
ENSG00000164284,FALSE,GRPEL2,NCBITaxon:9606,gene,0.0441068969199181,0.030854356273354585
ENSG00000253618,TRUE,GRPEL2-AS1,NCBITaxon:9606,gene,0,0
ENSG00000145882,FALSE,PCYOX1L,NCBITaxon:9606,gene,0.021636888074299816,0.01503647651411904
ENSG00000127743,FALSE,IL17B,NCBITaxon:9606,gene,0.0110692631959603,0.007701175239976348
ENSG00000253865,FALSE,RP11-394O4.3,NCBITaxon:9606,gene,3.16057524162898e-4,2.2532731467151575e-4
ENSG00000249669,FALSE,CARMN,NCBITaxon:9606,gene,0.05445756823278621,0.03474011894688915
ENSG00000275871,FALSE,RP11-394O4.6,NCBITaxon:9606,gene,8.205076014827081e-4,5.700823799341221e-4
ENSG00000113712,FALSE,CSNK1A1,NCBITaxon:9606,gene,0.6993944079644323,0.4385218654982066
ENSG00000183111,FALSE,ARHGEF37,NCBITaxon:9606,gene,0.07818541413992042,0.056328400604370304
ENSG00000155846,FALSE,PPARGC1B,NCBITaxon:9606,gene,0.019830281789339835,0.014267280287952471
ENSG00000132915,FALSE,PDE6A,NCBITaxon:9606,gene,0.0024958473918437656,0.0017362743579272815
ENSG00000155850,FALSE,SLC26A2,NCBITaxon:9606,gene,0.08151151192765203,0.05702659115169976
ENSG00000164296,FALSE,TIGD6,NCBITaxon:9606,gene,0.017780122173463964,0.012778370410351538
ENSG00000113716,FALSE,HMGXB3,NCBITaxon:9606,gene,0.14797891769487673,0.1023231371093546
ENSG00000182578,FALSE,CSF1R,NCBITaxon:9606,gene,0.07967263709655965,0.04995341973009644
ENSG00000113721,FALSE,PDGFRB,NCBITaxon:9606,gene,0.17795374440729753,0.10778723786134578
ENSG00000113722,FALSE,CDX1,NCBITaxon:9606,gene,0.002354875693999415,0.0015618560094880756
ENSG00000011083,FALSE,SLC6A7,NCBITaxon:9606,gene,8.359519131989385e-5,7.151209770229661e-5
ENSG00000070808,FALSE,CAMK2A,NCBITaxon:9606,gene,4.4604126459898703e-4,3.295455670212277e-4
ENSG00000183876,FALSE,ARSI,NCBITaxon:9606,gene,4.78097157724905e-4,3.4836630204615677e-4
ENSG00000070814,FALSE,TCOF1,NCBITaxon:9606,gene,0.14606426156242083,0.09717889223778978
ENSG00000019582,FALSE,CD74,NCBITaxon:9606,gene,1.5046628164837361,0.7090089364700746
ENSG00000164587,FALSE,RPS14,NCBITaxon:9606,gene,3.5117738227886965,1.4808508912954523
ENSG00000254333,FALSE,NDST1-AS1,NCBITaxon:9606,gene,0.008138066972429586,0.006138865101197798
ENSG00000070614,FALSE,NDST1,NCBITaxon:9606,gene,0.0934021725946476,0.06664910383430808
ENSG00000171992,FALSE,SYNPO,NCBITaxon:9606,gene,0.0885091780930295,0.06008166318706739
ENSG00000253852,TRUE,CTB-140J7.2,NCBITaxon:9606,gene,0,0
ENSG00000164591,FALSE,MYOZ3,NCBITaxon:9606,gene,0.021518871328496815,0.014848479978419716
ENSG00000250309,TRUE,CTC-345K18.2,NCBITaxon:9606,gene,0,0
ENSG00000086589,FALSE,RBM22,NCBITaxon:9606,gene,0.2527351120401292,0.16868639261102528
ENSG00000132912,FALSE,DCTN4,NCBITaxon:9606,gene,0.12395930047236771,0.08585628372656902
ENSG00000256235,FALSE,SMIM3,NCBITaxon:9606,gene,0.09711307089010433,0.0664446291690374
ENSG00000237693,FALSE,IRGM,NCBITaxon:9606,gene,0.0064035496368425055,0.004076779057189764
ENSG00000145908,FALSE,ZNF300,NCBITaxon:9606,gene,0.012184050471974647,0.008569765604819814
ENSG00000211445,FALSE,GPX3,NCBITaxon:9606,gene,0.2975816038511938,0.18048650501150162
ENSG00000145901,FALSE,TNIP1,NCBITaxon:9606,gene,0.17660940487543286,0.12117770627279367
ENSG00000197043,FALSE,ANXA6,NCBITaxon:9606,gene,0.34324297817247174,0.2197686533473305
ENSG00000254298,TRUE,CTB-17P3.4,NCBITaxon:9606,gene,0,0
ENSG00000198624,FALSE,CCDC69,NCBITaxon:9606,gene,0.1081756644643437,0.07215762618689993
ENSG00000196743,FALSE,GM2A,NCBITaxon:9606,gene,0.043236427196216426,0.03015787441340871
ENSG00000186334,TRUE,SLC36A3,NCBITaxon:9606,gene,0,0
ENSG00000186335,FALSE,SLC36A2,NCBITaxon:9606,gene,4.7850719822786e-4,3.8378210782122915e-4
ENSG00000123643,FALSE,SLC36A1,NCBITaxon:9606,gene,0.015185237783188322,0.01068491012939797
ENSG00000086570,FALSE,FAT2,NCBITaxon:9606,gene,0.006133620234667984,0.004779059668460638
ENSG00000271795,FALSE,CTC-251D13.1,NCBITaxon:9606,gene,6.927288269482136e-4,4.7304904870403773e-4
ENSG00000260581,FALSE,CTB-113P19.4,NCBITaxon:9606,gene,4.417719512215051e-5,3.467370145044954e-5
ENSG00000113140,FALSE,SPARC,NCBITaxon:9606,gene,0.5662053705802857,0.30906921317256575
ENSG00000249035,FALSE,CLMAT3,NCBITaxon:9606,gene,1.7612990873862492e-4,1.1542440252138925e-4
ENSG00000272112,FALSE,CTB-113P19.5,NCBITaxon:9606,gene,0.0036442411994370683,0.002651746760536893
ENSG00000177556,FALSE,ATOX1,NCBITaxon:9606,gene,0.6903018951848533,0.43241040730234703
ENSG00000253921,TRUE,CTB-113P19.3,NCBITaxon:9606,gene,0,0
ENSG00000275765,FALSE,RP11-54C4.3,NCBITaxon:9606,gene,0.0036158588278149186,0.0025231935185729393
ENSG00000145907,FALSE,G3BP1,NCBITaxon:9606,gene,0.3824450371435297,0.25249272998800576
ENSG00000145888,TRUE,GLRA1,NCBITaxon:9606,gene,0,0
ENSG00000254226,FALSE,LINC01933,NCBITaxon:9606,gene,1.0723650365210373e-4,7.590765660725535e-5
ENSG00000132911,TRUE,NMUR2,NCBITaxon:9606,gene,0,0
ENSG00000249484,FALSE,LINC01470,NCBITaxon:9606,gene,6.750633137122902e-4,5.249095098938261e-4
ENSG00000155511,FALSE,GRIA1,NCBITaxon:9606,gene,0.003550966663294552,0.0023179387713894188
ENSG00000251183,TRUE,LINC01861,NCBITaxon:9606,gene,0,0
ENSG00000261382,TRUE,RP11-461L18.1,NCBITaxon:9606,gene,0,0
ENSG00000055147,FALSE,FAM114A2,NCBITaxon:9606,gene,0.06364486009378037,0.04452097607256753
ENSG00000037749,FALSE,MFAP3,NCBITaxon:9606,gene,0.015891807769923078,0.011035332608592536
ENSG00000164574,FALSE,GALNT10,NCBITaxon:9606,gene,0.06720796133453145,0.04607824250107583
ENSG00000245275,FALSE,SAP30L-AS1,NCBITaxon:9606,gene,0.0016417354848358079,0.0010991520377896548
ENSG00000164576,FALSE,SAP30L,NCBITaxon:9606,gene,0.10339132435304846,0.07177997957330454
ENSG00000113196,FALSE,HAND1,NCBITaxon:9606,gene,0.0010500437594622991,7.631984519199116e-4
ENSG00000254293,TRUE,CTB-158E9.1,NCBITaxon:9606,gene,0,0
ENSG00000155506,FALSE,LARP1,NCBITaxon:9606,gene,0.17653139924479141,0.12273665297612918
ENSG00000170271,FALSE,FAXDC2,NCBITaxon:9606,gene,0.04988905460987915,0.03435155746116738
ENSG00000155508,FALSE,CNOT8,NCBITaxon:9606,gene,0.12962189842164065,0.08990845978978389
ENSG00000082516,FALSE,GEMIN5,NCBITaxon:9606,gene,0.027760628103816874,0.019591544339313035
ENSG00000082515,FALSE,MRPL22,NCBITaxon:9606,gene,0.26144570854818283,0.17658827165624802
ENSG00000226650,TRUE,KIF4B,NCBITaxon:9606,gene,0,0
ENSG00000170624,FALSE,SGCD,NCBITaxon:9606,gene,0.0245144898027223,0.016622120065779237
ENSG00000254163,TRUE,CTC-340I23.2,NCBITaxon:9606,gene,0,0
ENSG00000231989,FALSE,PPP1R2B,NCBITaxon:9606,gene,1.9614442389370034e-4,1.2901122638945571e-4
ENSG00000145850,FALSE,TIMD4,NCBITaxon:9606,gene,1.535875970052987e-4,1.0548486668181054e-4
ENSG00000113249,FALSE,HAVCR1,NCBITaxon:9606,gene,1.9399621389930383e-4,1.3570826223606008e-4
ENSG00000135077,FALSE,HAVCR2,NCBITaxon:9606,gene,0.05480257677880916,0.03592482236971759
ENSG00000254246,TRUE,CTB-120L21.1,NCBITaxon:9606,gene,0,0
ENSG00000155868,FALSE,MED7,NCBITaxon:9606,gene,0.06589553021985223,0.04554803388937803
ENSG00000113263,FALSE,ITK,NCBITaxon:9606,gene,0.04672292275081592,0.029178422347710183
ENSG00000170613,TRUE,FAM71B,NCBITaxon:9606,gene,0,0
ENSG00000253980,TRUE,CTB-4E7.1,NCBITaxon:9606,gene,0,0
ENSG00000253653,TRUE,CTC-248O19.1,NCBITaxon:9606,gene,0,0
ENSG00000055163,FALSE,CYFIP2,NCBITaxon:9606,gene,0.08000943218515354,0.051158678638725336
ENSG00000172568,FALSE,FNDC9,NCBITaxon:9606,gene,1.0884874949306024e-4,7.814480547392667e-5
ENSG00000248544,FALSE,CTB-47B11.3,NCBITaxon:9606,gene,0.001304808565909546,8.735416357538721e-4
ENSG00000135074,FALSE,ADAM19,NCBITaxon:9606,gene,0.02763701022961325,0.017928762021302745
ENSG00000172548,TRUE,NIPAL4,NCBITaxon:9606,gene,0,0
ENSG00000253519,TRUE,AC106801.1,NCBITaxon:9606,gene,0,0
ENSG00000039600,TRUE,SOX30,NCBITaxon:9606,gene,0,0
ENSG00000187658,TRUE,C5orf52,NCBITaxon:9606,gene,0,0
ENSG00000113272,FALSE,THG1L,NCBITaxon:9606,gene,0.0549711777117801,0.03917896314028201
ENSG00000155858,FALSE,LSM11,NCBITaxon:9606,gene,0.013156648819531788,0.009435034909801068
ENSG00000113282,FALSE,CLINT1,NCBITaxon:9606,gene,0.30770600510710366,0.20611821797792176
ENSG00000253792,TRUE,CTC-436K13.5,NCBITaxon:9606,gene,0,0
ENSG00000253673,FALSE,CTC-436K13.1,NCBITaxon:9606,gene,3.358409568434229e-5,2.2869734469699964e-5
ENSG00000253449,TRUE,CTC-436K13.6,NCBITaxon:9606,gene,0,0
ENSG00000253424,TRUE,CTC-436K13.3,NCBITaxon:9606,gene,0,0
ENSG00000253134,TRUE,CTC-436K13.2,NCBITaxon:9606,gene,0,0
ENSG00000276778,FALSE,LINC02227,NCBITaxon:9606,gene,1.2845714970979348e-4,9.196960068321321e-5
ENSG00000254350,TRUE,RP11-542A14.1,NCBITaxon:9606,gene,0,0
ENSG00000272085,TRUE,RP11-542A14.2,NCBITaxon:9606,gene,0,0
ENSG00000254135,TRUE,RP11-32D16.1,NCBITaxon:9606,gene,0,0
ENSG00000164330,FALSE,EBF1,NCBITaxon:9606,gene,0.16286582442457473,0.10317208788743232
ENSG00000253811,TRUE,CTD-2363C16.1,NCBITaxon:9606,gene,0,0
ENSG00000253456,TRUE,CTD-2363C16.2,NCBITaxon:9606,gene,0,0
ENSG00000245812,FALSE,LINC02202,NCBITaxon:9606,gene,0.012725170070596006,0.008731661867272008
ENSG00000145860,FALSE,RNF145,NCBITaxon:9606,gene,0.2698287660886469,0.18297927314441206
ENSG00000253256,FALSE,CTB-11I22.1,NCBITaxon:9606,gene,6.941888358675279e-4,5.277176387020029e-4
ENSG00000253315,TRUE,LINC01932,NCBITaxon:9606,gene,0,0
ENSG00000164332,FALSE,UBLCP1,NCBITaxon:9606,gene,0.14030437468744322,0.0966336678272562
ENSG00000249738,FALSE,AC008697.1,NCBITaxon:9606,gene,0.0017745282946663153,0.0012302708117511274
ENSG00000113302,FALSE,IL12B,NCBITaxon:9606,gene,1.1645465833499299e-4,8.096841222974039e-5
ENSG00000253298,TRUE,LINC01845,NCBITaxon:9606,gene,0,0
ENSG00000283413,FALSE,CTB-76P12.1,NCBITaxon:9606,gene,0.003246880406753575,0.002393555057407179
ENSG00000253311,TRUE,LINC01847,NCBITaxon:9606,gene,0,0
ENSG00000170214,FALSE,ADRA1B,NCBITaxon:9606,gene,2.284712698320016e-4,1.5388838488576237e-4
ENSG00000113312,FALSE,TTC1,NCBITaxon:9606,gene,0.2406056756384065,0.16382298580865826
ENSG00000170234,FALSE,PWWP2A,NCBITaxon:9606,gene,0.09304462025009738,0.06440150686699063
ENSG00000170231,FALSE,FABP6,NCBITaxon:9606,gene,2.2606537731412324e-4,1.6736387992181322e-4
ENSG00000247699,TRUE,FABP6-AS1,NCBITaxon:9606,gene,0,0
ENSG00000135083,FALSE,CCNJL,NCBITaxon:9606,gene,0.003861661577302961,0.002766065248242588
ENSG00000145861,FALSE,C1QTNF2,NCBITaxon:9606,gene,0.02027045020923876,0.01310315659167461
ENSG00000221886,FALSE,ZBED8,NCBITaxon:9606,gene,0.008882051982561005,0.006177326938642532
ENSG00000164609,FALSE,SLU7,NCBITaxon:9606,gene,0.16577330990381828,0.11332615264405708
ENSG00000164611,FALSE,PTTG1,NCBITaxon:9606,gene,0.1647443188829672,0.10643501358438003
ENSG00000253522,FALSE,MIR3142HG,NCBITaxon:9606,gene,0.009018924314122514,0.006025958336862679
ENSG00000118322,FALSE,ATP10B,NCBITaxon:9606,gene,5.010637167440647e-5,4.3079520142417214e-5
ENSG00000253687,TRUE,CTC-348L5.1,NCBITaxon:9606,gene,0,0
ENSG00000254391,TRUE,CTC-529G1.1,NCBITaxon:9606,gene,0,0
ENSG00000253417,TRUE,LINC02159,NCBITaxon:9606,gene,0,0
ENSG00000145864,FALSE,GABRB2,NCBITaxon:9606,gene,7.558030324082131e-4,5.130925102437657e-4
ENSG00000145863,TRUE,GABRA6,NCBITaxon:9606,gene,0,0
ENSG00000253403,TRUE,RP11-348M17.2,NCBITaxon:9606,gene,0,0
ENSG00000022355,TRUE,GABRA1,NCBITaxon:9606,gene,0,0
ENSG00000280776,TRUE,LINC01202,NCBITaxon:9606,gene,0,0
ENSG00000113327,TRUE,GABRG2,NCBITaxon:9606,gene,0,0
ENSG00000254186,FALSE,RP11-541P9.3,NCBITaxon:9606,gene,5.08714670382143e-4,3.4330259676758145e-4
ENSG00000113328,FALSE,CCNG1,NCBITaxon:9606,gene,0.2246264836110141,0.15318761176443865
ENSG00000170584,FALSE,NUDCD2,NCBITaxon:9606,gene,0.29949079036260384,0.20345137647208383
ENSG00000072571,FALSE,HMMR,NCBITaxon:9606,gene,0.011960061641004743,0.0080849163076489
ENSG00000251018,TRUE,HMMR-AS1,NCBITaxon:9606,gene,0,0
ENSG00000038274,FALSE,MAT2B,NCBITaxon:9606,gene,0.11024870579814983,0.07714656008503872
ENSG00000253331,TRUE,CTC-207P7.1,NCBITaxon:9606,gene,0,0
ENSG00000253538,TRUE,CTB-32P11.1,NCBITaxon:9606,gene,0,0
ENSG00000241956,FALSE,CTC-340A15.2,NCBITaxon:9606,gene,1.3198797552950271e-4,1.0986645245249074e-4
ENSG00000253236,TRUE,LINC02143,NCBITaxon:9606,gene,0,0
ENSG00000254066,TRUE,LINC01938,NCBITaxon:9606,gene,0,0
ENSG00000253693,TRUE,CTC-535M15.2,NCBITaxon:9606,gene,0,0
ENSG00000254171,TRUE,RP11-67M9.1,NCBITaxon:9606,gene,0,0
ENSG00000254130,TRUE,LINC01947,NCBITaxon:9606,gene,0,0
ENSG00000253713,TRUE,CTC-264O10.2,NCBITaxon:9606,gene,0,0
ENSG00000253469,TRUE,CTC-264O10.1,NCBITaxon:9606,gene,0,0
ENSG00000145934,FALSE,TENM2,NCBITaxon:9606,gene,0.002640870876012277,0.001961561742106723
ENSG00000254365,TRUE,CTB-180C19.1,NCBITaxon:9606,gene,0,0
ENSG00000254297,TRUE,CTC-286N12.1,NCBITaxon:9606,gene,0,0
ENSG00000253527,TRUE,CTB-105L4.2,NCBITaxon:9606,gene,0,0
ENSG00000254187,TRUE,CTB-78F1.1,NCBITaxon:9606,gene,0,0
ENSG00000253660,TRUE,CTC-353G13.1,NCBITaxon:9606,gene,0,0
ENSG00000253947,TRUE,CTB-77H17.1,NCBITaxon:9606,gene,0,0
ENSG00000253925,TRUE,CTB-178M22.1,NCBITaxon:9606,gene,0,0
ENSG00000253978,FALSE,CTB-178M22.2,NCBITaxon:9606,gene,0.005068848746631751,0.0038284143250074815
ENSG00000113645,FALSE,WWC1,NCBITaxon:9606,gene,0.05904737237844652,0.0430482027652148
ENSG00000113643,FALSE,RARS1,NCBITaxon:9606,gene,0.11851495219270451,0.08266010630574107
ENSG00000188573,FALSE,FBLL1,NCBITaxon:9606,gene,0.0031848133972750534,0.0023424596405625634
ENSG00000120137,FALSE,PANK3,NCBITaxon:9606,gene,0.15272516071850953,0.10560853767700715
